job_id,profile,confidence,rationale
477,GenAI Engineer,4.0,"The job description emphasizes developing Generative AI applications, implementing AI applications, and working with both backend and frontend development. This aligns strongly with the core responsibilities of a GenAI Engineer, particularly in building user-facing systems around generative models."
478,GenAI Engineer,4.0,"The job description emphasizes developing Generative AI applications, implementing AI applications, and working with both backend and frontend development. This aligns strongly with the core responsibilities of a GenAI Engineer, particularly in building user-facing systems and integrating AI models."
479,Ambiguous / Not Relevant,2.0,"The job description focuses on full-stack development with cloud knowledge and mentions Generative AI projects, but lacks specific details on core AI/ML tasks like model development, fine-tuning, or data engineering. The emphasis is on building applications around AI rather than the AI itself."
48,Ambiguous / Not Relevant,2.0,"The role is described as a Senior Full-stack Developer with a focus on web application development using Python and Django. While it mentions integrating LLMs and staying updated on GenAI, the core responsibilities and technologies point towards traditional software engineering rather than specialized GenAI engineering."
480,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on low-code tools (UiPath, Power Platform) and automation within business operations, rather than core AI/ML model development or GenAI application building. While generative AI is mentioned, it's in the context of replacing robots, suggesting a more application-level integration rather than deep model work."
481,Ambiguous / Not Relevant,2.0,"The job description focuses on automation solutions using tools like UiPath and Power Platform, which are primarily for business process automation rather than core AI/ML model development. While it mentions 'innovative automation solutions', it lacks specific details about AI/ML tasks, models, or advanced generative techniques."
482,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on business transformation and client consulting, with only a tangential mention of AI/ML technologies like NLP and time series modeling. It lacks the core responsibilities and specific technical depth required for an ML Engineer or GenAI Engineer profile."
483,Ambiguous / Not Relevant,5.0,"The job description is too brief and lacks specific technical details related to AI or ML tasks. It appears to be a general software engineering role focused on cyber defense, rather than a specialized AI/ML engineering position."
484,Ambiguous / Not Relevant,2.0,"The job description focuses on traditional frontend development tasks and the use of AI as a productivity enhancement tool rather than core AI development. While AI is mentioned, it's in the context of learning new skills or automating tasks, not building or deploying AI models."
485,GenAI Engineer,4.0,"The role heavily emphasizes implementing and productionalizing cloud solutions using Generative AI and LLM technologies, specifically mentioning DialogFlow and Vertex AI. While it involves cloud infrastructure (GCP), the core focus is on building applications around generative models and conversational systems, aligning with the GenAI Engineer profile."
486,Ambiguous / Not Relevant,2.0,"The job description is very brief and lacks specific technical details about AI tasks. While it mentions 'AI' and 'LLM models', it primarily focuses on a 'Python developer' role with a broad scope in a startup environment, rather than specialized AI engineering."
487,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional backend software engineering with Go, emphasizing product features, API development, and data ingestion services. There is no mention of AI, machine learning, generative models, or related technologies, making it irrelevant to the GenAI or ML Engineer profiles."
488,GenAI Engineer,4.0,"The role focuses on developing and implementing testing frameworks for GenAI services, specifically mentioning LLM-based solutions and advanced testing methodologies for AI. This aligns with the GenAI Engineer profile's emphasis on building and maintaining production-grade systems, albeit from a quality engineering perspective."
489,GenAI Engineer,5.0,"The job description heavily emphasizes designing, developing, and implementing Generative AI (GenAI) services, including building reusable and scalable AI capabilities. It also mentions integrating these services into applications and staying updated on AI advancements, aligning perfectly with the definition and responsibilities of a GenAI Engineer."
49,ML Engineer,4.0,"The role heavily emphasizes the development and implementation of predictive models and algorithms for various problems like classification, regression, and optimization. While it mentions AI solutions, the core focus on predictive modeling and algorithm development aligns more closely with an ML Engineer than a GenAI Engineer."
490,GenAI Engineer,4.0,"The job description heavily emphasizes developing GenAI services, integrating them into products, and optimizing them for performance. It also mentions collaboration and mentoring, aligning with the core responsibilities of a GenAI Engineer focused on building and deploying AI-powered applications."
491,Ambiguous / Not Relevant,2.0,"The job description heavily focuses on DevSecOps, release management, and traditional software engineering practices within an R&D context. While AI tools are mentioned as a potential area for productivity enhancement, the core responsibilities do not align with building or deploying AI models or generative systems, which are central to ML Engineer and GenAI Engineer roles."
492,Ambiguous / Not Relevant,2.0,"The job description focuses on developing tools for privacy compliance automation and integration within the product development lifecycle. While it mentions automation and tooling, it does not describe core AI/ML engineering tasks like model development, training, or deployment of generative models, which are central to the ML Engineer and GenAI Engineer profiles."
493,GenAI Engineer,4.0,"The job description heavily emphasizes building AI-powered tools that integrate large language models (LLMs) for code generation and suggestion. It highlights responsibilities like prompt engineering, developing APIs for LLMs, and improving features like Duo Chat, which are core to a GenAI Engineer's role."
494,nan,,
495,Ambiguous / Not Relevant,2.0,"The job description focuses on offensive security engineering and device software security, not on building or deploying AI models. While it mentions 'GenAI features' as a technology the devices are powered by, the core responsibilities are centered around security research, vulnerability discovery, and red-teaming, which do not align with the core tasks of an ML Engineer or GenAI Engineer."
496,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on offensive security, vulnerability research, and red-teaming for hardware and wireless connectivity, rather than on building or deploying AI models. While GenAI features are mentioned as part of the devices, the core responsibilities do not align with the typical tasks of an ML or GenAI Engineer."
497,Ambiguous / Not Relevant,1.0,"The job description focuses on hardware operations, data center technician tasks, and is explicitly stated as an apprenticeship for an MBO ICT education. It lacks the core AI/ML development, modeling, or engineering responsibilities required for ML Engineer or GenAI Engineer profiles."
498,Ambiguous / Not Relevant,2.0,"The job description focuses on developing tools for privacy compliance automation and does not heavily feature core AI/ML engineering tasks like model development or deployment. While it mentions automation and data analysis, it lacks the specific focus on generative models or predictive modeling required for ML or GenAI Engineer profiles."
499,Ambiguous / Not Relevant,1.0,The job description is too vague and lacks specific technical details related to AI or ML. It does not provide enough information to map to any of the specialized AI/ML engineering profiles.
5,GenAI Engineer,4.0,"The role heavily emphasizes research and development of generative models for synthetic humans using text-to-video, aligning with GenAI principles. Key responsibilities include building models that guide avatar cues from various inputs and productionizing these models, indicating a strong fit for a GenAI Engineer."
50,Ambiguous / Not Relevant,2.0,"The role focuses heavily on content creation and copywriting, with prompt engineering being a tool to enhance this. It lacks the core software development, MLOps, or deep modeling aspects typically found in ML or GenAI Engineer roles. The emphasis is on using AI tools for content generation rather than building AI systems."
500,GenAI Engineer,4.0,"The role heavily emphasizes developing and integrating generative AI capabilities into a digital assistant, including working with LLMs and conversational engines. While it involves full-stack development, the core focus is on building AI-powered conversational experiences, aligning with the GenAI Engineer profile."
501,GenAI Engineer,4.0,"The job description heavily emphasizes working with language models, specifically mentioning Azure OpenAI and testing other language models for feasibility. The core responsibilities involve translating business problems into solutions using these models, developing proofs of concept (PoCs), and considering their integration into the IT landscape, aligning with the definition of a GenAI Engineer."
502,Ambiguous / Not Relevant,1.0,The job description is too vague and does not contain enough specific technical details related to AI or ML to classify it into a specific AI/ML engineering role. It appears to be a general software development position.
503,ML Engineer,4.0,"The job description heavily emphasizes data engineering, building and maintaining data pipelines, and optimizing data architectures for AI applications. While generative AI is mentioned, the core focus remains on the foundational data infrastructure and model integration, aligning more closely with the ML Engineer profile."
504,Ambiguous / Not Relevant,2.0,"The job description mentions 'GenAI with LLM models' and 'ML solution', but the core responsibilities focus heavily on team leadership, project planning, and code reviews for Python developers. It lacks specific details on model development, fine-tuning, or deployment, which are characteristic of ML or GenAI Engineer roles."
505,GenAI Engineer,4.0,"The job description emphasizes developing and maintaining AI systems, with a specific mention of Generative AI (LLM) as a specialization. The required skills like MLOps, DevOps, and programming (Python) align well with building and deploying AI applications, particularly those involving generative models."
506,GenAI Engineer,5.0,"The job description heavily emphasizes working with Large Language Models (LLMs), including fine-tuning, Retrieval Augmented Generation (RAG), and parameter-efficient fine-tuning (PEFT). The core responsibilities involve designing, developing, and deploying ML models and tooling specifically for generative AI, aligning perfectly with the definition of a GenAI Engineer."
507,GenAI Engineer,4.0,"The role heavily emphasizes implementing cloud solutions with Generative AI and LLM technologies, including specific mentions of DialogFlow, Vertex AI Search, and Conversation API. While it involves cloud architecture and data pipelines, the core focus is on applying these generative AI components within a cloud environment."
508,nan,,
509,nan,,
51,Ambiguous / Not Relevant,2.0,"The role primarily focuses on content creation and prompt engineering for marketing purposes, rather than developing or deploying AI models. While it mentions generative AI tools, it lacks the core technical responsibilities of an ML or GenAI Engineer."
510,GenAI Engineer,4.0,"The job description heavily emphasizes working with generative models, specifically mentioning ComfyUI, AI Controllers, and the training/management of customized models and LoRAs. This aligns directly with the core responsibilities of a GenAI Engineer focused on fine-tuning and deploying generative AI applications."
511,nan,,
512,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on MLOps and cloud solutions engineering within a banking context, but lacks specific details about core AI/ML tasks like model development or generative AI applications. It appears to be more infrastructure and operations-focused rather than a direct AI/ML engineering role."
513,nan,,
514,nan,,
515,ML Engineer,4.0,"The job description heavily emphasizes the development, testing, and integration of machine learning algorithms and models, aligning with the core responsibilities of an ML Engineer. While GenAI is mentioned, the primary focus remains on traditional ML tasks like pattern identification, algorithm development, and model robustness, with MLOps and software development supporting these core ML functions."
516,Ambiguous / Not Relevant,1.0,"The job description is for a 'Senior Full Stack Developer' and does not contain any specific keywords or responsibilities related to AI, machine learning, or generative models. Therefore, it does not fit any of the AI-focused profiles."
517,ML Engineer,4.0,"The role emphasizes building software for automating biological experiments, data analysis, and integrating with lab equipment and ML Ops. While generative AI is mentioned, the core focus is on data engineering, modeling for biological data, and software development for lab automation, aligning more closely with an ML Engineer's responsibilities in a specialized domain."
518,Ambiguous / Not Relevant,2.0,"The role focuses on intelligent automation and RPA using tools like UiPath, with mentions of AI/ML and GenAI for fixing issues. However, it lacks the core development, fine-tuning, or deployment of generative models and predictive systems that define ML or GenAI Engineer roles. The primary focus is on monitoring and maintaining existing automation, making it more of an operational or business process improvement role."
519,nan,,
52,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on copywriting and prompt engineering for content creation, rather than the development, fine-tuning, or deployment of AI models. While it mentions generative AI tools, it lacks the technical depth required for an ML Engineer or GenAI Engineer role."
520,Ambiguous / Not Relevant,2.0,"The role focuses on monitoring and fixing existing automation robots using tools like UiPath, with mentions of AI/ML and GenAI for issue resolution. However, it lacks the core development, fine-tuning, or deployment of advanced AI models and systems characteristic of an ML or GenAI Engineer. The emphasis is more on operational maintenance and business process automation."
521,Ambiguous / Not Relevant,2.0,"The role primarily focuses on full-stack development using TypeScript and related technologies for web and mobile applications. While AI models like GPT are mentioned for productivity enhancement, the core responsibilities and technologies are not aligned with specialized AI engineering roles like ML Engineer or GenAI Engineer."
522,GenAI Engineer,5.0,"The job title and description explicitly mention 'Generative AI Engineer' and focus on developing solutions using generative AI to make unstructured data accessible. The core responsibilities align with building applications on top of generative models, which is the defining characteristic of a GenAI Engineer."
523,ML Engineer,3.0,"The job title explicitly states 'Machine Learning Engineer'. While the description is minimal, the core focus of an ML Engineer aligns with building and designing predictive models and productionizing them, which is a common interpretation of this role."
524,GenAI Engineer,4.0,"The role focuses on exploring and implementing generative AI capabilities, specifically mentioning ChatGPT, to automate business processes. This aligns with the core responsibilities of a GenAI Engineer in developing and deploying applications built on large language models."
525,Ambiguous / Not Relevant,2.0,"The job description focuses on understanding and applying existing AI tools like ChatGPT for business process automation rather than developing or fine-tuning generative models. It lacks specific technical depth in AI model development, MLOps, or advanced software engineering related to AI systems."
526,Ambiguous / Not Relevant,2.0,"The job description focuses on understanding and applying existing AI tools like ChatGPT for business process automation rather than developing or fine-tuning generative models. It lacks specific technical depth in core AI engineering tasks like model building, MLOps, or advanced software development for AI applications."
527,Ambiguous / Not Relevant,1.0,The job description is for a 'Lead Frontend Developer' and does not contain sufficient technical details related to AI/ML engineering tasks or technologies to classify it under ML Engineer or GenAI Engineer. The content is primarily marketing and company news.
528,nan,,
529,nan,,
53,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on data infrastructure and processing systems, with a mention of collaboration with data scientists and analysts. However, it lacks specific details about AI/ML model development, generative AI techniques, or MLOps, which are central to ML Engineer and GenAI Engineer roles. The emphasis is on data engineering and general development rather than AI-specific tasks."
530,Ambiguous / Not Relevant,2.0,"The job description focuses on traditional IT infrastructure and service delivery, with no mention of AI, machine learning, or generative models. The tasks described are typical of a systems administrator or infrastructure engineer, not an AI-focused role."
531,ML Engineer,4.0,"The job description heavily emphasizes building, implementing, and maintaining AI/ML/Deep Learning solutions, including model training scripts, data pipelines, and data preprocessing. While it mentions NLP and speech, the core focus is on traditional ML tasks and productionizing models within applications, aligning with the ML Engineer profile."
532,GenAI Engineer,4.0,"The job description heavily emphasizes the development and implementation of Generative AI applications, including fine-tuning and building user-facing systems. While cloud and backend/frontend development are mentioned, the core focus is on leveraging GenAI technologies within a production environment."
533,GenAI Engineer,4.0,"The job description heavily emphasizes developing Generative AI applications, including building backend and front-end components, and working with cloud environments. This aligns with the core responsibilities of a GenAI Engineer who focuses on deploying user-facing systems built on generative models."
534,nan,,
535,GenAI Engineer,4.0,"The job description emphasizes building user-facing products using generative AI technologies and conversational agents. It highlights developing prototypes, iterative improvement based on user tests, and working with LLMs, aligning strongly with the GenAI Engineer profile."
536,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on performance analysis of AI workloads, particularly LLM training on large-scale hardware, but lacks the core responsibilities of building, fine-tuning, or deploying generative models or traditional ML models. It leans more towards hardware/system-level performance engineering rather than direct AI model development or application building."
537,Ambiguous / Not Relevant,1.0,"The job description focuses on compiler engineering for DPUs, specifically optimizing Clang/LLVM for custom processors. While it mentions AI and HPC contexts, the core tasks and technologies are not directly related to building or deploying AI models or GenAI applications, making it fall outside the scope of ML Engineer or GenAI Engineer profiles."
538,GenAI Engineer,5.0,"The job description heavily emphasizes building applications and solutions using generative AI, including specific tasks like developing chatbots, implementing speech-to-text, creating prospect lists, and evaluating RAG vs. fine-tuned LLMs. The responsibilities also include integrating generative AI APIs and deploying applications within an AWS environment, aligning directly with the core responsibilities of a GenAI Engineer."
539,ML Engineer,4.0,"The job description heavily emphasizes MLOps, data management, model lifecycle automation, and the productionization of machine learning models. While it mentions software development aspects, the core focus remains on the operational and engineering side of machine learning, aligning with the ML Engineer profile."
54,nan,,
540,nan,,
541,nan,,
542,nan,,
543,nan,,
544,GenAI Engineer,4.0,"The job description heavily emphasizes working with Generative AI and Large Language Models (LLMs), including their implementation, productionalization, and integration into conversational AI products. While cloud infrastructure and data pipelines are mentioned, the core focus is on leveraging GenAI technologies to build user-facing applications and enhance customer interactions."
545,GenAI Engineer,4.0,"The job description heavily emphasizes working with LLMs and Retrieval-Augmented Generation (RAG), which are core to GenAI. While it mentions ML algorithms, the focus on these specific generative techniques and their deployment into user-facing solutions aligns more with a GenAI Engineer than a traditional ML Engineer."
546,Ambiguous / Not Relevant,1.0,"The job description is extremely brief and lacks specific details about required tasks, technologies, or responsibilities. It is not possible to determine if it aligns with any specific AI engineering profile."
547,GenAI Engineer,3.0,"The job title explicitly mentions 'Large Language Models (LLMs)' and the description, though brief, implies a focus on AI/ML engineering. This aligns with the core responsibilities of a GenAI Engineer who specializes in generative models and their applications."
548,ML Engineer,4.0,"The job description heavily emphasizes the development and implementation of advanced predictive models and algorithms, including classification and regression problems. While NLP is mentioned, the core focus aligns with traditional ML engineering tasks rather than generative AI applications."
549,Ambiguous / Not Relevant,1.0,"The job title and description are too vague to determine a specific AI engineering role. It lacks details on specific tasks, technologies, or project types that would align with ML Engineer or GenAI Engineer profiles."
55,GenAI Engineer,4.0,"The job description heavily emphasizes building AI-powered tools that integrate large language models (LLMs) and focuses on generative AI capabilities. Key responsibilities include prompt engineering, developing APIs for LLMs, and creating user-facing features like code suggestion and chat, aligning directly with the core responsibilities of a GenAI Engineer."
550,Ambiguous / Not Relevant,2.0,"The job title is 'Data Engineer' and the core responsibilities heavily emphasize ETL processes and data pipelines within a Microsoft Azure environment. While GenAI is mentioned as a technology to be aware of, it is not a primary focus of the role's core tasks or required skills."
551,nan,,
552,nan,,
553,GenAI Engineer,4.0,"The job description emphasizes developing deep learning powered AI, specifically LLM applications, and working with LLM providers. It also mentions building cloud applications that leverage AI and collaborating with AI specialists, aligning strongly with the core responsibilities of a GenAI Engineer."
554,nan,,
555,Ambiguous / Not Relevant,2.0,"The job description heavily emphasizes Flutterflow and low-code development, with AI mentioned primarily in the context of application development rather than core AI/ML model building. The use of Python/Javascript is for data transformation and custom functions, not deep model development, suggesting a focus on application integration rather than core AI engineering."
556,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on full-stack development using Laravel and Vue. While AI applications are mentioned, the core responsibilities and technologies described do not align with specialized ML or GenAI engineering roles. The emphasis is on application development rather than model building or MLOps."
557,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional front-end development, UI/UX, and software engineering principles. While it mentions SAAS products and a cloud environment, there is no indication of AI, machine learning, or generative models being a core part of the role's responsibilities or required skills."
558,GenAI Engineer,4.0,"The job description heavily emphasizes generative AI technologies like LLMs, RAG, Agents, and frameworks like LangChain. While it includes some ML engineering aspects, the core focus is on building and deploying applications using generative models, aligning with the GenAI Engineer profile."
559,nan,,
56,nan,,
560,ML Engineer,4.0,"The job description emphasizes developing advanced Machine Learning solutions, implementing end-to-end ML pipelines with MLOps principles, and advising clients on Data Science and ML strategies. While it mentions AI projects, the core focus is on traditional ML and MLOps rather than generative AI specific tasks."
561,ML Engineer,4.0,"The job description emphasizes building and operationalizing predictive models and statistical algorithms to uncover patterns and generate business value. While generative AI is mentioned, the core focus remains on traditional machine learning engineering tasks like model development, deployment, and MLOps."
562,ML Engineer,4.0,"The job description emphasizes building and operationalizing end-to-end solutions using statistical models and predictive algorithms, aligning with the core responsibilities of an ML Engineer. While generative AI is mentioned, the primary focus remains on traditional machine learning tasks and productionizing models."
563,nan,,
564,Ambiguous / Not Relevant,1.0,"The job description focuses heavily on finance, project management, and customer relations, with only a mention of AI/ML/LLM as technologies used by the company, not as core responsibilities for this role. There is no evidence of core AI/ML engineering tasks such as model development, data engineering for AI, or MLOps."
565,GenAI Engineer,4.0,"The job description heavily emphasizes working with language models (LLMs), Azure OpenAI, and developing solutions using these technologies. It involves building prototypes (PoC) and scaling solutions, aligning with the core responsibilities of a GenAI Engineer focused on generative models and user-facing applications."
566,nan,,
567,Ambiguous / Not Relevant,1.0,"The job description is extremely brief and focuses entirely on the recruitment process (CV review, tender process, quoting rates) rather than detailing specific technical responsibilities or required skills for an LLM developer role. There is insufficient information to classify it into any of the technical profiles."
568,Ambiguous / Not Relevant,2.0,"The role focuses on data engineering and analytics tooling (DBT, BigQuery, Looker, LookML) and empowering business users with data. While it mentions 'Generative AI' in the context of a vision, the core responsibilities and technologies described do not align with the development or deployment of GenAI models or applications. It appears to be a data analytics or data engineering role rather than a GenAI-specific engineering position."
569,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional software engineering, project management, and team leadership rather than AI-specific tasks like model development, fine-tuning, or generative AI applications. While Python is mentioned, it's in the context of general software engineering, not AI model implementation."
57,GenAI Engineer,4.0,"The job title explicitly mentions 'GenAI Engineer' and the description focuses on building applications using generative models. While specific tasks are not detailed, the emphasis on generative AI aligns directly with the definition of a GenAI Engineer."
570,Ambiguous / Not Relevant,1.0,"The job description focuses heavily on data center infrastructure, network engineering, power, cooling, and colocation management. While it mentions automation and security, it does not involve the core tasks or technologies associated with ML Engineering or GenAI Engineering, such as model development, data preprocessing for ML, or generative AI frameworks."
571,GenAI Engineer,4.0,"The role focuses on generative AI, specifically text-to-video for synthetic humans, involving research, development, and deployment of models. While it mentions 'ML Engineer' in the title, the core responsibilities align more closely with building and deploying generative models and applications, a hallmark of a GenAI Engineer."
572,ML Engineer,4.0,"The job description emphasizes deploying ML models into production, monitoring their performance, and collaborating with software engineers for integration. While it mentions translating business requirements, the core focus remains on the operationalization and maintenance of predictive models, aligning with the ML Engineer profile."
573,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on CRM development, marketing automation, and traditional full-stack software engineering tasks. While it mentions 'GenAI Copywriting Assistant', this appears to be an application of AI tools rather than core development of generative models or AI systems. The primary responsibilities and technologies listed do not align with the core tasks of an ML Engineer or GenAI Engineer."
574,GenAI Engineer,4.0,"The job title explicitly mentions 'LLM', and the core responsibilities focus on developing and deploying applications using large language models. This aligns directly with the definition and typical projects of a GenAI Engineer, emphasizing generative AI techniques and the software development around them."
575,Ambiguous / Not Relevant,1.0,"The job description focuses heavily on infrastructure, cloud services, and operational tooling (AWS, Kubernetes, Terraform, Prometheus, Grafana) without mentioning any specific AI, ML, or generative modeling tasks. It aligns more with traditional SRE or DevOps roles."
576,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on backend software engineering for cloud-native environments and distributed systems, with a mention of LLM applications. However, it lacks specific details about core AI/ML tasks like model development, fine-tuning, or data engineering, making it lean towards traditional software engineering."
577,ML Engineer,4.0,"The job description emphasizes applying machine learning to various tasks like personalization, fraud detection, and NLP, and managing the entire model lifecycle. While LLMs are mentioned, the core focus remains on traditional ML engineering principles and MLOps, aligning more closely with the ML Engineer profile."
578,ML Engineer,4.0,"The role emphasizes applying ML/AI to various tasks including personalization, discovery, fraud detection, and NLP, aligning with traditional ML Engineer responsibilities. While LLMs are mentioned, the core focus remains on the end-to-end lifecycle of ML models and MLOps, rather than solely on generative AI applications."
579,GenAI Engineer,4.0,"The job description emphasizes fine-tuning AI/ML models and building production systems, which aligns with the core responsibilities of a GenAI Engineer. The mention of 'vehicle assistant response quality evaluation tools' suggests a focus on generative AI applications, further supporting this classification."
58,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on web and app development with AI as a component, rather than core AI engineering. It lacks specific details on AI model development, training, or advanced generative techniques, making it difficult to classify as an ML or GenAI Engineer."
580,GenAI Engineer,4.0,"The role heavily emphasizes prompt engineering, custom training of LLMs, and building applications around generative models. This aligns directly with the core responsibilities and typical projects of a GenAI Engineer, focusing on language and interaction specialists."
581,GenAI Engineer,4.0,"The job description heavily emphasizes prompt engineering, custom training of LLMs, and working with generative models like LLMs and image generation models. The core responsibilities align with developing and fine-tuning generative AI applications, a key characteristic of a GenAI Engineer."
582,GenAI Engineer,4.0,"The role emphasizes developing and deploying AI-enabled solutions for security, risk, and compliance, with a specific focus on Generative AI and LLMs. Key responsibilities include applying innovative solutions from Generative AI and developing tools for training and evaluating LLMs, aligning strongly with the GenAI Engineer profile."
583,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional software engineering and cybersecurity, with AI/ML mentioned primarily as a tool to enhance existing security functions rather than as the core focus of development. There is a lack of specific tasks related to building, fine-tuning, or deploying generative models or predictive ML systems."
584,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional software engineering and cybersecurity with a mention of ML/GenAI as a tool for security threats. It lacks the core responsibilities and technologies associated with either an ML Engineer or a GenAI Engineer, such as model development, fine-tuning, or building generative applications."
585,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional software engineering and security, with only a mention of ML/GenAI in the context of evolving security threats. It lacks specific tasks or technologies related to building or deploying ML/GenAI models, making it not a direct fit for ML Engineer or GenAI Engineer profiles."
586,nan,,
587,ML Engineer,4.0,"The role emphasizes designing, developing, and productionizing machine learning systems for complex business problems, aligning with the core responsibilities of an ML Engineer. While Generative AI is mentioned as an area of expertise, the primary focus is on broader ML system development and integration rather than solely on generative models."
588,nan,,
589,Ambiguous / Not Relevant,2.0,"The job description focuses on developing educational materials for GenAI courses, rather than hands-on development, engineering, or deployment of GenAI systems. While it mentions GenAI, the core tasks are instructional design and content creation, not core engineering roles."
59,Ambiguous / Not Relevant,2.0,"The job description focuses on web and app development with a mention of AI-centric solutions, but lacks specific details on AI model development, training, or deployment. The core responsibilities lean towards traditional software development and system maintenance rather than specialized AI engineering."
590,GenAI Engineer,,
591,GenAI Engineer,4.0,"The job description heavily emphasizes developing GenAI services, integrating them into products, and optimizing existing AI services. This aligns with the core responsibilities of a GenAI Engineer, focusing on building and deploying applications around generative models."
592,nan,,
593,GenAI Engineer,4.0,"The role emphasizes designing, developing, and deploying full-stack solutions that integrate AI capabilities into web applications, aligning with the GenAI Engineer profile's focus on user-facing systems. The responsibilities also include optimizing for performance and scalability, and staying updated with AI advancements, further supporting this classification."
594,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on business development and product management within a digital banking context, rather than core AI/ML engineering tasks. While it mentions 'chatbot' and 'digital solutions', it lacks specific technical details about AI model development, training, or deployment, which are central to ML or GenAI Engineer roles."
595,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on data engineering and business understanding within a specific domain (finance and risk requirements management). While it mentions data and intelligent processes, it lacks specific details about AI/ML model development, generative AI techniques, or MLOps in the context of AI systems, which are central to the ML Engineer and GenAI Engineer profiles."
596,nan,,
597,nan,,
598,GenAI Engineer,4.0,"The role focuses on building and maintaining a Conversational AI platform, integrating AI solutions, and working with LLM-based tools. While it involves software development and some data aspects, the core emphasis is on generative AI applications like chatbots and advisor assist, aligning with the GenAI Engineer profile."
599,GenAI Engineer,4.0,"The role emphasizes developing applications based on AI models, including a specific AI Legal Assistant project. It involves building data pipelines to feed AI models and working with stakeholders to optimize AI development, aligning well with the GenAI Engineer profile's focus on user-facing applications and generative models."
6,GenAI Engineer,5.0,"The job description heavily emphasizes working with Large Language Models (LLMs), fine-tuning them for multi-modal tasks, and building production-ready systems around them. This aligns directly with the core responsibilities and evidence profile of a GenAI Engineer, particularly in areas like RAG, PEFT, and developing user-facing applications powered by generative models."
60,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional software engineering tasks and business impact within a growth acquisition team. While it mentions 'analyzing new features and tools' and 'implementing experiments', there is no explicit mention of AI, machine learning models, generative AI, or related technologies, making it not a fit for ML or GenAI Engineer profiles."
600,Ambiguous / Not Relevant,2.0,"The job description focuses on developing educational content about AI and GenAI technologies rather than hands-on development, implementation, or MLOps. While it mentions various AI concepts and tools, the primary task is instructional design and subject matter expertise, not engineering or development."
601,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on Azure cloud infrastructure management and traditional DevOps practices, rather than on AI/ML model development or deployment. While it mentions cloud services and automation, it lacks specific details related to machine learning, generative AI, or data science tasks."
602,Ambiguous / Not Relevant,1.0,"The job description is too brief and lacks specific details about the required tasks, technologies, or responsibilities. It is impossible to determine if the role is technical or related to AI without further information."
603,ML Engineer,4.0,"The job description emphasizes building and maintaining production-grade software and scalable pipelines, aligning with MLOps and software development for ML systems. While generative AI is not explicitly mentioned, the focus on data science productionization and operationalizing models strongly points towards an ML Engineer role."
604,Ambiguous / Not Relevant,2.0,"The job description focuses on building a platform and custom applications, with a mention of AI's added value. However, it lacks specific details on AI model development, training, or deployment, leaning more towards traditional software development and platform engineering."
605,Ambiguous / Not Relevant,2.0,"The job description focuses on building and scaling custom applications based on a platform, with a mention of GenAI solutions. However, it lacks specific details on core AI/ML tasks like model development, data engineering, or MLOps, leaning more towards general software development and platform engineering."
606,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on CI/CD and integration aspects, with mentions of LLMs and Nvidia stack, but lacks depth in core ML/GenAI engineering tasks like model development, fine-tuning, or advanced data engineering. It appears to be more of a DevOps or integration role with some AI tooling exposure rather than a dedicated ML or GenAI Engineer."
607,GenAI Engineer,4.0,"The job description heavily emphasizes the development, deployment, and management of LLM agents and applications built on generative models. It also highlights integration with internal data sources for knowledge bases and embedding these agents into user-facing tools, aligning directly with the core responsibilities of a GenAI Engineer."
608,nan,,
609,ML Engineer,4.0,"The job description emphasizes developing algorithms for automating design and network design, which aligns with predictive modeling. While it mentions 'Data Science Software Engineer', the core tasks described lean towards building predictive models and automating processes rather than developing user-facing generative AI applications."
61,nan,,
610,ML Engineer,4.0,"The role heavily emphasizes compiler development, optimization for hardware, and supporting various AI workloads including generative AI. While it involves software development and MLOps, the core focus on compiler architecture and hardware-aware transformations aligns more closely with the specialized nature of an ML Engineer focused on the underlying systems that run models, rather than building user-facing GenAI applications."
611,ML Engineer,3.0,"The role focuses heavily on compiler development, optimization, and hardware-aware transformations for neural networks, aligning with the core of ML Engineer responsibilities. While generative AI is mentioned, the primary emphasis is on the underlying compilation and optimization infrastructure rather than building generative applications."
612,nan,,
613,nan,,
